# lemma(1sg.pres)	V;1;SG;IND;PRS	V;2;SG;IND;PRS	V;3;SG;IND;PRS	V;1;PL;IND;PRS	V;2;PL;IND;PRS	V;3;PL;IND;PRS	V;1;SG;IND;IPFV	V;2;SG;IND;IPFV	V;3;SG;IND;IPFV	V;1;PL;IND;IPFV	V;2;PL;IND;IPFV	V;3;PL;IND;IPFV	V;1;SG;IND;PST	V;2;SG;IND;PST	V;3;SG;IND;PST	V;1;PL;IND;PST	V;2;PL;IND;PST	V;3;PL;IND;PST	V;1;SG;ADM;PRS	V;2;SG;ADM;PRS	V;3;SG;ADM;PRS	V;1;PL;ADM;PRS	V;2;PL;ADM;PRS	V;3;PL;ADM;PRS	V;1;SG;ADM;IPFV	V;2;SG;ADM;IPFV	V;3;SG;ADM;IPFV	V;1;PL;ADM;IPFV	V;2;PL;ADM;IPFV	V;3;PL;ADM;IPFV	V;2;SG;IMP	V;2;PL;IMP	V;V.PTCP  ("-" = productive -oj default)
korit	korit	korit	korit	koritim	koritni	koritin	koritja	koritje	koritte	koritnim	koritnit	koritnin	korita	korite	koriti	koritëm	koritët	koritën	koritkam	koritke	koritka	koritkemi	koritkeni	koritkan	koritkësha	koritkëshe	koritkësh	koritkëshim	koritkëshit	koritkëshin	korit	koritni	koritur
korr	korr	korr	korr	korrim	korrni	korrin	korrja	korrje	korrte	korrnim	korrnit	korrnin	korra	korre	korri	korrëm	korrët	korrën	korrkam	korrke	korrka	korrkemi	korrkeni	korrkan	korrkësha	korrkëshe	korrkësh	korrkëshim	korrkëshit	korrkëshin	korr	korrni	korrur
krahasohem	krahasohem	krahasohesh	krahasohet	krahasohemi	krahasoheni	krahasohen	krahasohesha	krahasoheshe	krahasohej	krahasoheshim	krahasoheshit	krahasoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	krahasohu	krahasohuni	krahasuar
krasit	krasit	krasit	krasit	krasitim	krasitni	krasitin	krasitja	krasitje	krasitte	krasitnim	krasitnit	krasitnin	krasita	krasite	krasiti	krasitëm	krasitët	krasitën	krasitkam	krasitke	krasitka	krasitkemi	krasitkeni	krasitkan	krasitkësha	krasitkëshe	krasitkësh	krasitkëshim	krasitkëshit	krasitkëshin	krasit	krasitni	krasitur
kredh	kredh	kredh	kredh	kredhim	kridhni	kredhin	kridhja	kridhje	kridhte	kridhnim	kridhnit	kridhnin	kridha	kridhe	kridhi	kridhëm	kridhët	kridhën	kredhkam	kredhke	kredhka	kredhkemi	kredhkeni	kredhkan	kredhkësha	kredhkëshe	kredhkej	kredhkëshim	kredhkëshit	kredhkëshin	kridh	kridhni	kredhur
kreh	kreh	kreh	kreh	krehim	krehni	krehin	krehja	krehje	krehte	krehnim	krehnit	krehnin	kreha	krehe	krehu	krehëm	krehët	krehën	krehkam	krehke	krehka	krehkemi	krehkeni	krehkan	krehkësha	krehkëshe	krehkësh	krehkëshim	krehkëshit	krehkëshin	kreh	krehni	krehur
krenohem	krenohem	krenohesh	krenohet	krenohemi	krenoheni	krenohen	krenohesha	krenoheshe	krenohej	krenoheshim	krenoheshit	krenoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	krenohu	krenohuni	krenuar
kruaj	kruaj	kruan	kruan	kruajmë	kruani	kruajnë	kruaja	kruaje	kruante	kruanim	kruanit	kruanin	krova	krove	kroi	kruam	kruat	kruan	kruakam	kruake	kruaka	kruakemi	kruakeni	kruakan	kruakësha	kruakëshe	kruakësh	kruakëshim	kruakëshit	kruakëshin	kruaj	kruani	kruar
krydh	krydh	krydh	krydh	krydhim	krydhni	krydhin	krydhja	krydhje	krydhte	krydhnim	krydhnit	krydhnin	krydha	krydhe	krydhi	krydhëm	krydhët	krydhën	krydhkam	krydhke	krydhka	krydhkemi	krydhkeni	krydhkan	krydhkësha	krydhkëshe	krydhkësh	krydhkëshim	krydhkëshit	krydhkëshin	krydh	krydhni	krydhur
kryej	kryej	kryen	kryen	kryejmë	kryeni	kryejnë	kryeja	kryeje	kryente	kryenim	kryenit	kryenin	kreva	kreve	kreu	kryem	kryet	kryen	kryekam	kryeke	kryeka	kryekemi	kryekeni	kryekan	kryekësha	kryekëshe	kryekësh	kryekëshim	kryekëshit	kryekëshin	krye	kryeni	kryer
kthehem	kthehem	kthehesh	kthehet	kthehemi	ktheheni	kthehen	kthehesha	ktheheshe	kthehej	ktheheshim	ktheheshit	ktheheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kthyekej	-	-	-	kthehu	kthehuni	kthyer
kthej	kthej	kthen	kthen	kthejmë	ktheni	kthejnë	ktheja	ktheje	kthente	kthenim	kthenit	kthenin	ktheva	ktheve	ktheu	kthyem	kthyet	kthyen	kthyekam	kthyeke	kthyeka	kthyekemi	kthyekeni	kthyekan	kthyekësha	kthyekëshe	kthyekësh	kthyekëshim	kthyekëshit	kthyekëshin	kthe	ktheni	kthyer
kthjell	kthjell	kthjell	kthjell	kthjellim	kthjellni	kthjellin	kthjellja	kthjellje	kthjellte	kthjellnim	kthjellnit	kthjellnin	kthjella	kthjelle	kthjelli	kthjellëm	kthjellët	kthjellën	kthjellkam	kthjellke	kthjellka	kthjellkemi	kthjellkeni	kthjellkan	kthjellkësha	kthjellkëshe	kthjellkësh	kthjellkëshim	kthjellkëshit	kthjellkëshin	kthjell	kthjellni	kthjellur
kuak	kuak	kuak	kuak	kuakim	kuakni	kuakin	kuakja	kuakje	kuakte	kuaknim	kuaknit	kuaknin	kuaka	kuake	kuaku	kuakëm	kuakët	kuakën	kuakkam	kuakke	kuakka	kuakkemi	kuakkeni	kuakkan	kuakkësha	kuakkëshe	kuakkësh	kuakkëshim	kuakkëshit	kuakkëshin	kuak	kuakni	kuakur
kujdesem	kujdesem	kujdesesh	kujdeset	kujdesemi	kujdeseni	kujdesen	kujdesesha	kujdeseshe	kujdesej	kujdeseshim	kujdeseshit	kujdeseshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kujdesu	kujdesuni	kujdesur
kumbis	kumbis	kumbis	kumbis	kumbisim	kumbisni	kumbisin	kumbisja	kumbisje	kumbiste	kumbisnim	kumbisnit	kumbisnin	kumbisa	kumbise	kumbisi	kumbisëm	kumbisët	kumbisën	kumbiskam	kumbiske	kumbiska	kumbiskemi	kumbiskeni	kumbiskan	kumbiskësha	kumbiskëshe	kumbiskësh	kumbiskëshim	kumbiskëshit	kumbiskëshin	kumbis	kumbisni	kumbisur
kundërthem	kundërthem	kundërthua	kundërthotë	kundërthemi	kundërthoni	kundërthonë	kundërthosha	kundërthoshe	kundërthoshte	kundërthoshim	kundërthoshit	kundërthoshin	kundërthashë	kundërthe	kundërtha	kundërthamë	kundërthatë	kundërthanë	kundërthënkam	kundërthënke	kundërthënka	kundërthënkemi	kundërthënkeni	kundërthënkan	kundërthënkësha	kundërthënkëshe	kundërthënkësh	kundërthënkëshim	kundërthënkëshit	kundërthënkëshin	kundërthuaj	kundërthoni	kundërthënë
kundërvë	kundërvë	kundërvë	kundërvë	kundërvëmë	kundërvini	kundërvënë	kundërvija	kundërvije	kundërvinte	kundërvinim	kundërvinit	kundërvinin	kundërvura	kundërvure	kundërvuri	kundërvumë	kundërvutë	kundërvunë	kundërvënkam	kundërvënke	kundërvënka	kundërvënkemi	kundërvënkeni	kundërvënkan	kundërvënkësha	kundërvënkëshe	kundërvënkësh	kundërvënkëshim	kundërvënkëshit	kundërvënkëshin	kundërvër	kundërvini	kundërvënë
kuq	kuq	kuq	kuq	kuqim	kuqni	kuqin	kuqja	kuqje	kuqte	kuqnim	kuqnit	kuqnin	kuqa	kuqe	kuqi	kuqëm	kuqët	kuqën	kuqkam	kuqke	kuqka	kuqkemi	kuqkeni	kuqkan	kuqkësha	kuqkëshe	kuqkësh	kuqkëshim	kuqkëshit	kuqkëshin	kuq	kuqni	kuqur
kursej	kursej	kursen	kursen	kursejmë	kurseni	kursejnë	kurseja	kurseje	kursente	kursenim	kursenit	kursenin	kurseva	kurseve	kurseu	kursyem	kursyet	kursyen	kursyekam	kursyeke	kursyeka	kursyekemi	kursyekeni	kursyekan	kursyekësha	kursyekëshe	kursyekësh	kursyekëshim	kursyekëshit	kursyekëshin	kurse	kurseni	kursyer
kuvell	kuvell	kuvell	kuvell	kuvellim	kuvellni	kuvellin	kuvellja	kuvellje	kuvellte	kuvellnim	kuvellnit	kuvellnin	kuvella	kuvelle	kuvelli	kuvellëm	kuvellët	kuvellën	kuvellkam	kuvellke	kuvellka	kuvellkemi	kuvellkeni	kuvellkan	kuvellkësha	kuvellkëshe	kuvellkësh	kuvellkëshim	kuvellkëshit	kuvellkëshin	kuvell	kuvellni	kuvellur
kyç	kyç	kyç	kyç	kyçim	kyçni	kyçin	kyçja	kyçje	kyçte	kyçnim	kyçnit	kyçnin	kyça	kyçe	kyçi	kyçëm	kyçët	kyçën	kyçkam	kyçke	kyçka	kyçkemi	kyçkeni	kyçkan	kyçkësha	kyçkëshe	kyçkësh	kyçkëshim	kyçkëshit	kyçkëshin	kyç	kyçni	kyçur
këllas	këllas	këllet	këllet	këllasim	këllitni	këllasin	këllitja	këllitje	këlliste	këllitnim	këllitnit	këllitnin	këllita	këllite	këlliti	këllitëm	këllitët	këllitën	këllitkam	këllitke	këllitka	këllitkemi	këllitkeni	këllitkan	këllitkësha	këllitkëshe	këllitkësh	këllitkëshim	këllitkëshit	këllitkëshin	këllit	këllitni	këllitur
këlthas	këlthas	këlthet	këlthet	këlthasim	këlthitni	këlthasin	këlthitja	këlthitje	këlthiste	këlthitnim	këlthitnit	këlthitnin	këlthita	këlthite	këlthiti	këlthitëm	këlthitët	këlthitën	këlthitkam	këlthitke	këlthitka	këlthitkemi	këlthitkeni	këlthitkan	këlthitkësha	këlthitkëshe	këlthitkësh	këlthitkëshim	këlthitkëshit	këlthitkëshin	këlthit	këlthitni	këlthitur
këmbej	këmbej	këmben	këmben	këmbejmë	këmbeni	këmbejnë	këmbeja	këmbeje	këmbente	këmbenim	këmbenit	këmbenin	këmbeva	këmbeve	këmbeu	këmbyem	këmbyet	këmbyen	këmbyekam	këmbyeke	këmbyeka	këmbyekemi	këmbyekeni	këmbyekan	këmbyekësha	këmbyekëshe	këmbyekësh	këmbyekëshim	këmbyekëshit	këmbyekëshin	këmbe	këmbeni	këmbyer
kënaq	kënaq	kënaq	kënaq	kënaqim	kënaqni	kënaqin	kënaqja	kënaqje	kënaqte	kënaqnim	kënaqnit	kënaqnin	kënaqa	kënaqe	kënaqi	kënaqëm	kënaqët	kënaqën	kënaqkam	kënaqke	kënaqka	kënaqkemi	kënaqkeni	kënaqkan	kënaqkësha	kënaqkëshe	kënaqkësh	kënaqkëshim	kënaqkëshit	kënaqkëshin	kënaq	kënaqni	kënaqur
kënaqem	kënaqem	kënaqesh	kënaqet	kënaqemi	kënaqeni	kënaqen	kënaqesha	kënaqeshe	kënaqej	kënaqeshim	kënaqeshit	kënaqeshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	kënaqu	kënaquni	kënaqur
këndell	këndell	këndell	këndell	këndellim	këndellni	këndellin	këndellja	këndellje	këndellte	këndellnim	këndellnit	këndellnin	këndella	këndelle	këndelli	këndellëm	këndellët	këndellën	këndellkam	këndellke	këndellka	këndellkemi	këndellkeni	këndellkan	këndellkësha	këndellkëshe	këndellkësh	këndellkëshim	këndellkëshit	këndellkëshin	këndell	këndellni	këndellur
këndirr	këndirr	këndirr	këndirr	këndirrim	këndirrni	këndirrin	këndirrja	këndirrje	këndirrte	këndirrnim	këndirrnit	këndirrnin	këndirra	këndirre	këndirri	këndirrëm	këndirrët	këndirrën	këndirrkam	këndirrke	këndirrka	këndirrkemi	këndirrkeni	këndirrkan	këndirrkësha	këndirrkëshe	këndirrkësh	këndirrkëshim	këndirrkëshit	këndirrkëshin	këndirr	këndirrni	këndirrur
këndis	këndis	këndis	këndis	këndisim	këndisni	këndisin	këndisja	këndisje	këndiste	këndisnim	këndisnit	këndisnin	këndisa	këndise	këndisi	këndisëm	këndisët	këndisën	këndiskam	këndiske	këndiska	këndiskemi	këndiskeni	këndiskan	këndiskësha	këndiskëshe	këndiskësh	këndiskëshim	këndiskëshit	këndiskëshin	këndis	këndisni	këndisur
këqyr	këqyr	këqyr	këqyr	këqyrim	këqyrni	këqyrin	këqyrja	këqyrje	këqyrte	këqyrnim	këqyrnit	këqyrnin	këqyra	këqyre	këqyri	këqyrëm	këqyrët	këqyrën	këqyrkam	këqyrke	këqyrka	këqyrkemi	këqyrkeni	këqyrkan	këqyrkësha	këqyrkëshe	këqyrkësh	këqyrkëshim	këqyrkëshit	këqyrkëshin	këqyr	këqyrni	këqyrur
kërcas	kërcas	kërcet	kërcet	kërcasim	kërcitni	kërcasin	kërcitja	kërcitje	kërciste	kërcitnim	kërcitnit	kërcitnin	kërcita	kërcite	kërciti	kërcitëm	kërcitët	kërcitën	kërcitkam	kërcitke	kërcitka	kërcitkemi	kërcitkeni	kërcitkan	kërcitkësha	kërcitkëshe	kërcitkësh	kërcitkëshim	kërcitkëshit	kërcitkëshin	kërcit	kërcitni	kërcitur
kërcej	kërcej	kërcen	kërcen	kërcejmë	kërceni	kërcejnë	kërceja	kërceje	kërcente	kërcenim	kërcenit	kërcenin	kërceva	kërceve	kërceu	kërcyem	kërcyet	kërcyen	kërcyekam	kërcyeke	kërcyeka	kërcyekemi	kërcyekeni	kërcyekan	kërcyekësha	kërcyekëshe	kërcyekësh	kërcyekëshim	kërcyekëshit	kërcyekëshin	kërce	kërceni	kërcyer
kërrus	kërrus	kërrus	kërrus	kërrusim	kërrusni	kërrusin	kërrusja	kërrusje	kërruste	kërrusnim	kërrusnit	kërrusnin	kërrusa	kërruse	kërrusi	kërrusëm	kërrusët	kërrusën	kërruskam	kërruske	kërruska	kërruskemi	kërruskeni	kërruskan	kërruskësha	kërruskëshe	kërruskësh	kërruskëshim	kërruskëshit	kërruskëshin	kërrus	kërrusni	kërrusur
kërtyl	kërtyl	kërtyl	kërtyl	kërtylim	kërtylni	kërtylin	kërtylja	kërtylje	kërtylte	kërtylnim	kërtylnit	kërtylnin	kërtyla	kërtyle	kërtyli	kërtylëm	kërtylët	kërtylën	kërtylkam	kërtylke	kërtylka	kërtylkemi	kërtylkeni	kërtylkan	kërtylkësha	kërtylkëshe	kërtylkësh	kërtylkëshim	kërtylkëshit	kërtylkëshin	kërtyl	kërtylni	kërtylur
lag	lag	lag	lag	lagim	lagni	lagin	lagja	lagje	lagte	lagnim	lagnit	lagnin	laga	lage	lagi	lagëm	lagët	lagën	lagkam	lagke	lagka	lagkemi	lagkeni	lagkan	lagkësha	lagkëshe	lagkësh	lagkëshim	lagkëshit	lagkëshin	lag	lagni	lagur
lahem	lahem	lahesh	lahet	lahemi	laheni	lahen	lahesha	laheshe	lahej	laheshim	laheshit	laheshin	lava	lave	lau	lamë	latë	lanë	lakam	lake	laka	lakemi	lakeni	lakan	lakësha	lakëshe	lakësh	lakëshim	lakëshit	lakëshin	lahu	lahuni	larë
laj	lahem	lahesh	lahet	lahemi	laheni	lahen	lahesha	laheshe	lahej	laheshim	laheshit	laheshin	lava	lave	lau	lamë	latë	lanë	lakam	lake	laka	lakemi	lakeni	lakan	lakësha	lakëshe	lakësh	lakëshim	lakëshit	lakëshin	lahu	lahuni	larë
lajthit	lajthit	lajthit	lajthit	lajthitim	lajthitni	lajthitin	lajthitja	lajthitje	lajthitte	lajthitnim	lajthitnit	lajthitnin	lajthita	lajthite	lajthiti	lajthitëm	lajthitët	lajthitën	lajthitkam	lajthitke	lajthitka	lajthitkemi	lajthitkeni	lajthitkan	lajthitkësha	lajthitkëshe	lajthitkësh	lajthitkëshim	lajthitkëshit	lajthitkëshin	lajthit	lajthitni	lajthitur
lakuriq	lakuriq	lakuriq	lakuriq	lakuriqim	lakuriqni	lakuriqin	lakuriqja	lakuriqje	lakuriqte	lakuriqnim	lakuriqnit	lakuriqnin	lakuriqa	lakuriqe	lakuriqi	lakuriqëm	lakuriqët	lakuriqën	lakuriqkam	lakuriqke	lakuriqka	lakuriqkemi	lakuriqkeni	lakuriqkan	lakuriqkësha	lakuriqkëshe	lakuriqkësh	lakuriqkëshim	lakuriqkëshit	lakuriqkëshin	lakuriq	lakuriqni	lakuriqur
lakuriqësohem	lakuriqësohem	lakuriqësohesh	lakuriqësohet	lakuriqësohemi	lakuriqësoheni	lakuriqësohen	lakuriqësohesha	lakuriqësoheshe	lakuriqësohej	lakuriqësoheshim	lakuriqësoheshit	lakuriqësoheshin	lakuriqësova	lakuriqësove	lakuriqësoi	lakuriqësuam	lakuriqësuat	lakuriqësuan	lakuriqësuakam	lakuriqësuake	lakuriqësuaka	lakuriqësuakemi	lakuriqësuakeni	lakuriqësuakan	lakuriqësuakësha	lakuriqësuakëshe	lakuriqësuakësh	lakuriqësuakëshim	lakuriqësuakëshit	lakuriqësuakëshin	lakuriqëso	lakuriqësohuni	lakuriqësuar
lakuriqësoj	lakuriqësohem	lakuriqësohesh	lakuriqësohet	lakuriqësohemi	lakuriqësoheni	lakuriqësohen	lakuriqësohesha	lakuriqësoheshe	lakuriqësohej	lakuriqësoheshim	lakuriqësoheshit	lakuriqësoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lakuriqësohuni	-
laparos	laparos	laparos	laparos	laparosim	laparosni	laparosin	laparosja	laparosje	laparoste	laparosnim	laparosnit	laparosnin	laparosa	laparose	laparosi	laparosëm	laparosët	laparosën	laparoskam	laparoske	laparoska	laparoskemi	laparoskeni	laparoskan	laparoskësha	laparoskëshe	laparoskësh	laparoskëshim	laparoskëshit	laparoskëshin	laparos	laparosni	laparosur
laps	laps	laps	laps	lapsim	lapsni	lapsin	lapsja	lapsje	lapste	lapsnim	lapsnit	lapsnin	lapsa	lapse	lapsi	lapsëm	lapsët	lapsën	lapskam	lapske	lapska	lapskemi	lapskeni	lapskan	lapskësha	lapskëshe	lapskësh	lapskëshim	lapskëshit	lapskëshin	laps	lapsni	lapsur
leh	leh	leh	leh	lehim	lehni	lehin	lehja	lehje	lehte	lehnim	lehnit	lehnin	leha	lehe	lehu	lehëm	lehët	lehën	lehkam	lehke	lehka	lehkemi	lehkeni	lehkan	lehkësha	lehkëshe	lehkësh	lehkëshim	lehkëshit	lehkëshin	leh	lehni	lehur
leverdis	leverdis	leverdis	leverdis	leverdisim	leverdisni	leverdisin	leverdisja	leverdisje	leverdiste	leverdisnim	leverdisnit	leverdisnin	leverdisa	leverdise	leverdisi	leverdisëm	leverdisët	leverdisën	leverdiskam	leverdiske	leverdiska	leverdiskemi	leverdiskeni	leverdiskan	leverdiskësha	leverdiskëshe	leverdiskësh	leverdiskëshim	leverdiskëshit	leverdiskëshin	leverdis	leverdisni	leverdisur
lidh	lidh	lidh	lidh	lidhim	lidhni	lidhin	lidhja	lidhje	lidhte	lidhnim	lidhnit	lidhnin	lidha	lidhe	lidhi	lidhëm	lidhët	lidhën	lidhkam	lidhke	lidhka	lidhkemi	lidhkeni	lidhkan	lidhkësha	lidhkëshe	lidhkësh	lidhkëshim	lidhkëshit	lidhkëshin	lidh	lidhni	lidhur
lind	lind	lind	lind	lindim	lindni	lindin	lindja	lindje	lindte	lindnim	lindnit	lindnin	linda	linde	lindi	lindëm	lindët	lindën	lindkam	lindke	lindka	lindkemi	lindkeni	lindkan	lindkësha	lindkëshe	lindkësh	lindkëshim	lindkëshit	lindkëshin	lind	lindni	lindur
llafos	llafos	llafos	llafos	llafosim	llafosni	llafosin	llafosja	llafosje	llafoste	llafosnim	llafosnit	llafosnin	llafosa	llafose	llafosi	llafosëm	llafosët	llafosën	llafoskam	llafoske	llafoska	llafoskemi	llafoskeni	llafoskan	llafoskësha	llafoskëshe	llafoskësh	llafoskëshim	llafoskëshit	llafoskëshin	llafos	llafosni	llafosur
llup	llup	llup	llup	llupim	llupni	llupin	llupja	llupje	llupte	llupnim	llupnit	llupnin	llupa	llupe	llupi	llupëm	llupët	llupën	llupkam	llupke	llupka	llupkemi	llupkeni	llupkan	llupkësha	llupkëshe	llupkësh	llupkëshim	llupkëshit	llupkëshin	llup	llupni	llupur
lodh	lodh	lodh	lodh	lodhim	lodhni	lodhin	lodhja	lodhje	lodhte	lodhnim	lodhnit	lodhnin	lodha	lodhe	lodhi	lodhëm	lodhët	lodhën	lodhkam	lodhke	lodhka	lodhkemi	lodhkeni	lodhkan	lodhkësha	lodhkëshe	lodhkësh	lodhkëshim	lodhkëshit	lodhkëshin	lodh	lodhni	lodhur
lodhem	lodhem	lodhesh	lodhet	lodhemi	lodheni	lodhen	lodhesha	lodheshe	lodhej	lodheshim	lodheshit	lodheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lodhu	lodhuni	lodhur
lomotit	lomotit	lomotit	lomotit	lomotitim	lomotitni	lomotitin	lomotitja	lomotitje	lomotitte	lomotitnim	lomotitnit	lomotitnin	lomotita	lomotite	lomotiti	lomotitëm	lomotitët	lomotitën	lomotitkam	lomotitke	lomotitka	lomotitkemi	lomotitkeni	lomotitkan	lomotitkësha	lomotitkëshe	lomotitkësh	lomotitkëshim	lomotitkëshit	lomotitkëshin	lomotit	lomotitni	lomotitur
loz	loz	loz	loz	lozim	lozni	lozin	lozja	lozje	lozte	loznim	loznit	loznin	loza	loze	lozi	lozëm	lozët	lozën	lozkam	lozke	lozka	lozkemi	lozkeni	lozkan	lozkësha	lozkëshe	lozkësh	lozkëshim	lozkëshit	lozkëshin	loz	lozni	lozur
lut	lut	lut	lut	lutim	lutni	lutin	lutja	lutje	lutte	lutnim	lutnit	lutnin	luta	lute	luti	lutëm	lutët	lutën	lutkam	lutke	lutka	lutkemi	lutkeni	lutkan	lutkësha	lutkëshe	lutkësh	lutkëshim	lutkëshit	lutkëshin	lut	lutni	lutur
lutem	lutem	lutesh	lutet	lutemi	luteni	luten	lutesha	luteshe	lutej	luteshim	luteshit	luteshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lutu	lutuni	lutur
lyej	lyej	lyen	lyen	lyejmë	lyeni	lyejnë	lyeja	lyeje	lyente	lyenim	lyenit	lyenin	leva	leve	leu	lyem	lyet	lyen	lyekam	lyeke	lyeka	lyekemi	lyekeni	lyekan	lyekësha	lyekëshe	lyekej	lyekëshim	lyekëshit	lyekëshin	lyej	lyeni	lyer
lyp	lyp	lyp	lyp	lypim	lypni	lypin	lypja	lypje	lypte	lypnim	lypnit	lypnin	lypa	lype	lypi	lypëm	lypët	lypën	lypkam	lypke	lypka	lypkemi	lypkeni	lypkan	lypkësha	lypkëshe	lypkësh	lypkëshim	lypkëshit	lypkëshin	lyp	lypni	lypur
lë	lë	lë	lë	lëmë	lëni	lënë	lija	lije	linte	linim	linit	linin	lashë	le	la	lamë	latë	lanë	lënkam	lënke	lënka	lënkemi	lënkeni	lënkan	lënkësha	lënkëshe	lënkësh	lënkëshim	lënkëshit	lënkëshin	lër	lini	lënë
lëpij	lëpij	lëpin	lëpin	lëpijmë	lëpini	lëpijnë	lëpija	lëpije	lëpinte	lëpinim	lëpinit	lëpinin	lëpiva	lëpive	lëpiu	lëpimë	lëpitë	lëpinë	lëpikam	lëpike	lëpika	lëpikemi	lëpikeni	lëpikan	lëpikësha	lëpikëshe	lëpikësh	lëpikëshim	lëpikëshit	lëpikëshin	lëpi	lëpini	lëpirë
lëshohem	lëshohem	lëshohesh	lëshohet	lëshohemi	lëshoheni	lëshohen	lëshohesha	lëshoheshe	lëshohej	lëshoheshim	lëshoheshit	lëshoheshin	lëshova	lëshove	lëshoi	lëshuam	lëshuat	lëshuan	lëshuakam	lëshuake	lëshuaka	lëshuakemi	lëshuakeni	lëshuakan	lëshuakësha	lëshuakëshe	lëshuakësh	lëshuakëshim	lëshuakëshit	lëshuakëshin	lësho	lëshohuni	lëshuar
lëviz	lëviz	lëviz	lëviz	lëvizim	lëvizni	lëvizin	lëvizja	lëvizje	lëvizte	lëviznim	lëviznit	lëviznin	lëviza	lëvize	lëvizi	lëvizëm	lëvizët	lëvizën	lëvizkam	lëvizke	lëvizka	lëvizkemi	lëvizkeni	lëvizkan	lëvizkësha	lëvizkëshe	lëvizkësh	lëvizkëshim	lëvizkëshit	lëvizkëshin	lëviz	lëvizni	lëvizur
mahnit	mahnit	mahnit	mahnit	mahnitim	mahnitni	mahnitin	mahnitja	mahnitje	mahnitte	mahnitnim	mahnitnit	mahnitnin	mahnita	mahnite	mahniti	mahnitëm	mahnitët	mahnitën	mahnitkam	mahnitke	mahnitka	mahnitkemi	mahnitkeni	mahnitkan	mahnitkësha	mahnitkëshe	mahnitkësh	mahnitkëshim	mahnitkëshit	mahnitkëshin	mahnit	mahnitni	mahnitur
majm	majm	majm	majm	majmim	majmni	majmin	majmja	majmje	majmte	majmnim	majmnit	majmnin	majma	majme	majmi	majmëm	majmët	majmën	majmkam	majmke	majmka	majmkemi	majmkeni	majmkan	majmkësha	majmkëshe	majmkësh	majmkëshim	majmkëshit	majmkëshin	majm	majmni	majmur
mallëngjej	mallëngjej	mallëngjen	mallëngjen	mallëngjejmë	mallëngjeni	mallëngjejnë	mallëngjeja	mallëngjeje	mallëngjente	mallëngjenim	mallëngjenit	mallëngjenin	mallëngjeva	mallëngjeve	mallëngjeu	mallëngjyem	mallëngjyet	mallëngjyen	mallëngjyekam	mallëngjyeke	mallëngjyeka	mallëngjyekemi	mallëngjyekeni	mallëngjyekan	mallëngjyekësha	mallëngjyekëshe	mallëngjyekësh	mallëngjyekëshim	mallëngjyekëshit	mallëngjyekëshin	mallëngje	mallëngjeni	mallëngjyer
mardh	mardh	mardh	mardh	mardhim	mardhni	mardhin	mardhja	mardhje	mardhte	mardhnim	mardhnit	mardhnin	mardha	mardhe	mardhi	mardhëm	mardhët	mardhën	mardhkam	mardhke	mardhka	mardhkemi	mardhkeni	mardhkan	mardhkësha	mardhkëshe	mardhkësh	mardhkëshim	mardhkëshit	mardhkëshin	mardh	mardhni	mardhur
marr	marr	merr	merr	marrim	merrni	marrin	merrja	merrje	merrte	merrnim	merrnit	merrnin	mora	more	mori	morëm	morët	morën	marrkam	marrke	marrka	marrkemi	marrkeni	marrkan	marrkësha	marrkëshe	-	marrkëshim	marrkëshit	marrkëshin	merr	merrni	marrë
martohem	martohem	martohesh	martohet	martohemi	martoheni	martohen	martohesha	martoheshe	martohej	martoheshim	martoheshit	martoheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	martohu	martohuni	martuar
mas	mas	mas	mas	masim	masni	masin	masja	masje	maste	masnim	masnit	masnin	mata	mate	mati	matëm	matët	matën	matkam	matke	matka	matkemi	matkeni	matkan	matkësha	matkëshe	matkësh	matkëshim	matkëshit	matkëshin	mas	masni	matur
masturbohem	masturbohem	masturbohesh	masturbohet	masturbohemi	masturboheni	masturbohen	masturbohesha	masturboheshe	masturbohej	masturboheshim	masturboheshit	masturboheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	masturbohu	masturbohuni	masturbuar
mavijos	mavijos	mavijos	mavijos	mavijosim	mavijosni	mavijosin	mavijosja	mavijosje	mavijoste	mavijosnim	mavijosnit	mavijosnin	mavijosa	mavijose	mavijosi	mavijosëm	mavijosët	mavijosën	mavijoskam	mavijoske	mavijoska	mavijoskemi	mavijoskeni	mavijoskan	mavijoskësha	mavijoskëshe	mavijoskësh	mavijoskëshim	mavijoskëshit	mavijoskëshin	mavijos	mavijosni	mavijosur
mbahem	mbahem	mbahesh	mbahet	mbahemi	mbaheni	mbahen	mbahesha	mbaheshe	mbahej	mbaheshim	mbaheshit	mbaheshin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Mbahu!	Mbahuni!	mbajtur
